facility_name,metric_name,facility_metric_value,time_period,animal_description,other_party,animal_age,animal_type,year,year_part,animal_description_match
"Soul Dogs, Inc","2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Southern Colorado Spay and Neuter Association,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Special Needs Animal Rescue League- SNA,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Spirit Keeper Animal Sanctuary,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
"Springer Spaniel Rescue, Inc","2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Stacy Rochelle,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Summit County Animal Control,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
summit dog rescue,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Sunrise Service Dogs,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Surface Creek Animal Shelter,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Tammy Swanson,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Taysia Blue Siberian Husky Rescue,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Team Leo Animal Rescue,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Teller County Regional Animal Shelter,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Telluride Humane Society,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
The Biscuit Factory,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
The Feline Fix,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
The Gabriel Foundation,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
The Good Dog Rescue,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
the Meeker Cat Coalition,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
The Misfits Dog Rescue,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
The Montrose Bully Breed Club,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
The Old Mutt Hut,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
The Snuggle is Real Animal Rescue,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Tortoise and the Hare Common to Exotic Pets LLC,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Town of Cheyenne Wells,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Town of La Veta Animal Shelter,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Town of Limon Animal Shelter,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Town of Meeker Animal Control Facility,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Town of Ordway,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Town of Plattevile,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Town of Springfield,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Town of Walden Animal Shelter,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Town of Walsh,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Town of Westcliffe,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Trevor's Animal Rescue,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Twice Purrfect Feline Rescue,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Until They're Home,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Up Pup and Away,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Upper Rio Grande Animal Society,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
valley pets,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
"VetCor of Colorado Springs LLC, Red Hill Animal Health Center","2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
"Vintage Dog Rescue, Inc.","2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
W.O.L.F. Sanctuary,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Wagging Dog Rescue,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Walsenburg Animal Shelter,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Western Border Collie Rescue,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
"Westie Rescue Network, Inc.","2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
"Wet Mountain Animal Welfare, LLC","2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Whimpers to Wags Inc,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
White Rose Sanctuary,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Wild Blue Cats,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Wild Willow Sanctuary,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
William Adamson,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
Willow Run Feed and Supply,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
WolfWood,"2023
 Reptiles & Amphibians
 Missing/Stolen",0,2023, Reptiles & Amphibians, Missing/Stolen,Reptiles,& Amphibians,2023,during,reptiles & amphibians
"2 Blondes All Breed Rescue, Inc.","12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
4 Paws 4 Life Rescue,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
5280 Reptile Room North,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
5280 Reptile Room west,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
7 Paws Rescue Ranch,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
9 LIVES RESCUE,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
A cat rescue out in the sticks,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
A Friend of Jack Rescue,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Above and Beyond English Setter Rescue,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Adoptable Animal Rescue Force,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Agents of Chaos TNR,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Airedale Terrier Rescue and Adoption (ATRA),"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
All Aboard Animal Rescue,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
all mixed up dog rescue,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
All Points West German Shorthaired Pointer Rescue,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Almost Home Adoptions,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Amigos de los Animales Colorado,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Angels with Paws,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Angels with Paws,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Animal Aid of Colorado,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Animal Attraction,"12/31/2023
 Reptiles & Amphibians
 In Shelter",30,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Animal Friends Alliance,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Animal Kingdom,"12/31/2023
 Reptiles & Amphibians
 In Shelter",40,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Animal Rescue of the Rockies,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Animal Rescue of the Rockies Cat Casita,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Animal Rescue of the Rockies Just Cats Cat Cottage,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Animal Welfare & Protection Society,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Annies Orphans,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Archway Adventures,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Ark-Valley Humane Society,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Ark-Valley Humane Society,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Aspen/Pitkin County Animal Shelter,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Australian Shepherds Furever,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Avalon Aviary Bird Store,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Bear Creek Animal Hospital,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Beasties a pet store & more,"12/31/2023
 Reptiles & Amphibians
 In Shelter",39,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Bernese Mountain Dog Club os the Rockies,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Big Bones Canine Rescue,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
"Big Dogs Huge Paws, Inc","12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Black Ops Rescue,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Blackhat Humane Society,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Blue Lion Rescue,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Bounce Animal Rescue,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Breeder Release Adoption Service,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Brighter Days Dog Rescue,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Canine Partners of the Rockies,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Cat Care Durango,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Cat Care Society,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
cats alive slv,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Cats League & Assistance of the Western Slope,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Cats League and Assistance of the Western Slope Adoption Center,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
"Cavalier King Charles Spaniel Club Rescue, Inc.","12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Cavy Care Inc.,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
"Chihuahua & Small Dog Rescue, Inc.","12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
Chow Down - Evergreen,"12/31/2023
 Reptiles & Amphibians
 In Shelter",0,12/31/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians,2023,end,reptiles & amphibians
